Codice;Cliente;DataAp;Indirizzo;Città;Stato;DataCh
34056829;DDD099;14/05/2024;Via San Giovanni, 162;Ragusa;Inattivo;09/11/2024
34084752;NWL863;24/11/2025;Corso Garibaldi, 1;Chieti;Inattivo;10/04/2026
34107402;NIB752;24/07/2025;Via dell'Acquedotto, 223;Cremona;Inattivo;13/03/2026
34109881;DFZ708;26/04/2022;Via dei Mille, 139;Forlì;Attivo;
34169814;XLO796;05/09/2021;Via Colombo, 196;Bari;Attivo;
34256600;TRH530;19/01/2026;Corso del Risorgimento, 171;Milano;Attivo;
34269575;UND618;25/06/2022;Via dei Mille, 36;Rovereto;Attivo;
34271618;UXY736;15/05/2024;Via Mazzini, 262;Rovigo;Attivo;
34367924;NQM910;26/02/2021;Via del Commercio, 235;Trento;Inattivo;11/10/2021
34412907;MSC691;27/09/2023;Via dei Mille, 69;Vicenza;Attivo;
34413395;NFJ136;13/06/2023;Corso Garibaldi, 193;Alessandria;Attivo;
34418328;XEV058;02/10/2020;Via dell'Acquedotto, 228;Ferrara;Attivo;
34432362;MJZ805;26/10/2021;Via Europa, 300;Modena;Attivo;
34462882;YRJ773;05/11/2024;Via San Giovanni, 194;Siena;Inattivo;19/04/2025
34470498;TET012;24/08/2024;Via delle Scienze, 9;Perugia;Attivo;
34479297;XEV058;22/08/2023;Via San Giovanni, 137;Modena;Attivo;
34483438;UEZ218;24/05/2025;Corso Vittorio Emanuele, 253;Padova;Inattivo;29/08/2025
34491342;GIT881;28/01/2021;Via della Costituzione, 87;Andria;Inattivo;10/12/2025
34525737;QTX091;03/03/2026;Viale Leopardi, 254;Lecce;Attivo;
34539313;JHV502;21/06/2021;Via delle Scienze, 167;Trento;Attivo;
34553815;SIS512;12/12/2020;Via Dante, 97;Piacenza;Attivo;
34554620;SQI906;29/12/2021;Via dei Mille, 129;Ferrara;Attivo;
34575983;HUR243;09/02/2022;Viale delle Industrie, 62;Cesena;Attivo;
34636698;WOY773;18/09/2022;Viale Nazionale, 188;Pordenone;Attivo;
34642998;UHR278;16/12/2024;Via Verdi, 166;Brindisi;Inattivo;27/09/2025
34692470;TFA722;03/03/2023;Piazza Mazzini, 99;Venezia;Attivo;
34694841;WVU330;29/11/2021;Corso Cavour, 117;Verona;Inattivo;01/03/2026
34718301;ORS324;06/01/2026;Via della Costituzione, 206;Treviso;Inattivo;20/04/2026
34725058;KSB463;24/08/2022;Viale dei Lavoratori, 18;Verona;Inattivo;08/04/2024
34768834;QBB703;16/09/2020;Via della Libertà, 41;Arezzo;Attivo;
34789225;WNX986;05/03/2021;Via San Giovanni, 75;Forlì;Attivo;
34796000;PVZ479;21/03/2023;Via San Giovanni, 182;Lecco;Inattivo;01/10/2023
34817175;FMO471;26/11/2021;Viale Italia, 144;Parma;Attivo;
34888995;ITC974;29/01/2025;Via Colombo, 218;L'Aquila;Inattivo;28/01/2026
34894204;JWM672;21/03/2024;Via dell'Acquedotto, 141;Giugliano;Attivo;
34932149;DFZ708;19/10/2023;Via Dante, 15;Bologna;Attivo;
35016575;YXX478;03/02/2024;Via Europa, 109;Siracusa;Inattivo;05/02/2025
35018607;OJH236;01/02/2023;Corso della Pace, 177;Avellino;Inattivo;19/05/2023
35080046;HKN060;10/02/2022;Viale dei Lavoratori, 223;Venezia;Inattivo;16/04/2025
35082611;ISS315;07/10/2021;Piazza Mazzini, 223;Foligno;Inattivo;16/10/2022
35120734;HFI809;11/07/2024;Viale delle Industrie, 165;Reggio Emilia;Attivo;
35158377;EBA065;08/05/2024;Viale Italia, 217;Pistoia;Attivo;
35179044;QBB703;18/01/2025;Via Roma, 294;Pistoia;Inattivo;19/09/2025
35188125;CZJ390;19/08/2021;Corso del Risorgimento, 212;Como;Attivo;
35212932;HGR758;24/01/2026;Corso Marconi, 104;Vibo Valentia;Attivo;
35241056;BWO709;19/01/2023;Via San Giovanni, 296;Reggio Emilia;Attivo;
35296444;QJY051;31/10/2025;Via della Costituzione, 278;Rimini;Inattivo;30/01/2026
35333202;MSA207;29/09/2022;Via delle Scienze, 192;Parma;Inattivo;19/02/2023
35381403;TXD803;07/08/2020;Via dei Mille, 270;Pordenone;Attivo;
35436172;FHL537;27/03/2021;Viale Italia, 171;Como;Inattivo;24/12/2022
35447241;JVK432;02/02/2021;Via dell'Acquedotto, 99;Roma;Attivo;
35455005;QAH414;26/04/2023;Via Matteotti, 19;Bari;Attivo;
35461684;XEV058;13/04/2023;Viale Nazionale, 259;Reggio Emilia;Inattivo;17/10/2025
35476818;HGQ646;17/01/2022;Via Dante, 114;Siracusa;Attivo;
35478009;UVQ699;04/09/2023;Via Roma, 47;Siena;Attivo;
35488214;FXQ678;07/08/2021;Corso Marconi, 300;Arezzo;Attivo;
35492036;PVZ479;03/08/2022;Via della Libertà, 31;Sondrio;Inattivo;24/03/2023
35512827;KWX249;20/08/2024;Corso Vittorio Emanuele, 121;Avellino;Attivo;
35586277;QOG586;03/02/2026;Via Europa, 21;Cosenza;Attivo;
35604678;VLX913;07/10/2021;Corso della Pace, 105;Torino;Attivo;
35620836;XLX982;28/01/2021;Corso XX Settembre, 277;Belluno;Attivo;
35663836;DRE094;07/04/2021;Piazza Mazzini, 239;Bolzano;Attivo;
35679746;ZBN908;29/09/2022;Viale Italia, 266;Crotone;Inattivo;05/08/2025
35690409;EZJ036;02/01/2026;Via dei Mille, 187;Teramo;Inattivo;27/03/2026
35776899;ZNW638;05/07/2025;Via della Costituzione, 114;Belluno;Attivo;
35803056;FDB766;02/02/2020;Corso Vittorio Emanuele, 249;Lecce;Attivo;
35848689;INJ873;16/03/2022;Via Colombo, 281;Reggio Calabria;Attivo;
35856261;HIS414;18/04/2023;Via dei Mille, 116;Ancona;Attivo;
35881537;BHN728;16/05/2021;Piazza Mazzini, 26;Terni;Inattivo;04/12/2022
35889679;FBQ381;06/06/2021;Via San Giovanni, 80;Forlì;Inattivo;11/06/2025
35920616;LFD048;01/12/2023;Via delle Scienze, 69;Parma;Attivo;
35923868;MMU679;30/04/2025;Corso del Risorgimento, 16;Rimini;Attivo;
35942328;JFM861;07/01/2023;Via dell'Acquedotto, 114;Barletta;Attivo;
35955133;SXP075;21/05/2020;Viale Nazionale, 151;Prato;Attivo;
35999966;EQN166;16/04/2022;Corso XX Settembre, 198;Reggio Calabria;Attivo;
36009860;NEG586;28/06/2021;Viale Nazionale, 253;Piacenza;Attivo;
36050801;ICT666;18/11/2025;Via Matteotti, 5;Cesena;Attivo;
36093106;FDC206;26/07/2024;Viale della Repubblica, 173;Ferrara;Attivo;
36118900;LYF745;27/02/2022;Piazza Mazzini, 196;Pistoia;Inattivo;08/04/2025
36144716;WKY971;25/09/2023;Via della Costituzione, 54;Reggio Emilia;Inattivo;21/08/2024
36149331;CHK878;28/05/2024;Piazza Mazzini, 213;Ravenna;Inattivo;07/02/2025
36154872;QAH414;21/02/2020;Via della Libertà, 30;Taranto;Attivo;
36158789;WQJ218;16/11/2025;Via Europa, 284;Prato;Attivo;
36176072;IYF417;03/06/2022;Viale delle Industrie, 113;Andria;Inattivo;12/11/2023
36273506;XRZ516;08/05/2020;Viale dei Lavoratori, 220;Terni;Inattivo;19/05/2021
36277674;WLT285;14/11/2024;Via Mazzini, 260;Nuoro;Attivo;
36284987;AJQ218;19/03/2025;Via IV Novembre, 138;Sondrio;Attivo;
36303975;ESM348;03/07/2021;Via Matteotti, 213;Napoli;Inattivo;11/04/2025
36322399;IWI872;02/09/2025;Via della Libertà, 172;Pisa;Inattivo;01/01/2026
36330804;ZNM680;16/03/2026;Corso XX Settembre, 264;Bologna;Attivo;
36374845;HJO157;10/08/2022;Corso Marconi, 74;Grosseto;Attivo;
36398214;AOO648;26/08/2024;Viale dei Lavoratori, 2;Bolzano;Inattivo;28/03/2026
36407608;RCI054;16/08/2023;Via San Giovanni, 25;Salerno;Inattivo;10/01/2024
36422297;KBY377;01/10/2023;Via Colombo, 28;Modena;Attivo;
36447893;ROO532;05/04/2025;Via del Commercio, 144;Agrigento;Attivo;
36456339;NRN404;21/03/2021;Via dell'Acquedotto, 154;Cesena;Attivo;
36471246;HJO671;01/04/2022;Viale Italia, 174;Rovereto;Inattivo;15/01/2026
36501673;FCW568;13/12/2020;Corso Marconi, 64;Parma;Attivo;
36523465;ZDG444;22/01/2024;Via Dante, 32;Modena;Inattivo;26/04/2026
36533717;MWS360;25/01/2020;Viale dei Lavoratori, 158;Vercelli;Attivo;
36547935;BPS387;20/03/2024;Piazza Mazzini, 289;Catanzaro;Inattivo;25/06/2025
36610857;ECR451;07/07/2022;Via Mazzini, 254;Livorno;Attivo;
36633161;WQF104;14/04/2023;Piazza Mazzini, 4;Arezzo;Inattivo;27/04/2024
36684803;VET460;08/02/2021;Viale Leopardi, 268;Rimini;Attivo;
36713202;SVJ150;06/07/2023;Corso Cavour, 124;Frosinone;Inattivo;06/01/2026
36735384;TGI194;11/07/2021;Piazza Mazzini, 210;Modena;Inattivo;26/01/2024
36772233;CZJ390;12/05/2020;Via Mazzini, 139;Milano;Attivo;
36773602;ACS084;01/04/2024;Via Mazzini, 233;Reggio Emilia;Inattivo;04/07/2025
36804085;GEC158;16/04/2020;Via Mazzini, 135;Pordenone;Attivo;
36808081;JPA115;09/02/2024;Via IV Novembre, 16;Novara;Attivo;
36818184;CNT928;24/10/2023;Via della Libertà, 276;Forlì;Attivo;
36821195;SOP506;14/10/2024;Corso Vittorio Emanuele, 223;Gorizia;Attivo;
36836843;RGR089;09/08/2025;Via delle Scienze, 14;Pordenone;Attivo;
36868507;FVI064;21/01/2023;Viale Santa Maria, 217;Rimini;Inattivo;30/06/2023
36868764;LGS194;04/02/2020;Via dei Mille, 135;Forlì;Inattivo;27/06/2021
36937650;OFD339;01/03/2021;Corso Marconi, 246;Piacenza;Attivo;
36940539;FBY595;09/09/2024;Via Colombo, 182;Terni;Attivo;
36994520;PFM853;03/09/2024;Via Mazzini, 53;Olbia;Inattivo;25/01/2025
36996208;PGX076;03/03/2022;Via IV Novembre, 45;Piacenza;Attivo;
37034147;YCP093;06/05/2025;Via dell'Acquedotto, 279;Crotone;Attivo;
37047233;UBU373;03/11/2022;Corso Marconi, 204;Viterbo;Attivo;
37079551;HNX787;24/02/2024;Corso Vittorio Emanuele, 202;Benevento;Inattivo;09/09/2024
37109104;BWO709;02/06/2022;Via Matteotti, 147;Rimini;Inattivo;02/12/2022
37153123;IXF197;06/11/2022;Corso Garibaldi, 221;Ravenna;Attivo;
37205364;PMP915;14/09/2020;Via San Giovanni, 272;Novara;Inattivo;27/09/2024
37279732;UGF858;24/02/2026;Via dell'Acquedotto, 281;Perugia;Inattivo;25/04/2026
37288407;MMU679;02/09/2024;Via Roma, 229;Parma;Attivo;
37322857;RAH222;02/04/2020;Corso Garibaldi, 79;Siena;Inattivo;31/03/2022
37348131;KFE272;25/05/2020;Viale Nazionale, 288;Cosenza;Inattivo;25/01/2021
37353642;MCO857;29/06/2022;Via Roma, 151;Bologna;Inattivo;15/03/2025
37386883;XRU247;27/08/2022;Viale dei Lavoratori, 275;Trento;Attivo;
37387402;JOX613;08/09/2020;Viale Italia, 221;Sondrio;Attivo;
37428662;OKG362;09/11/2023;Viale Nazionale, 254;Benevento;Inattivo;29/02/2024
37439225;OTZ841;01/11/2023;Viale Italia, 95;Siena;Inattivo;07/04/2026
37462268;XVO986;02/05/2025;Viale Santa Maria, 179;Prato;Inattivo;15/08/2025
37463523;UTU473;30/10/2023;Piazza Mazzini, 286;Modena;Attivo;
37532735;GWK389;27/06/2021;Via IV Novembre, 237;Monza;Inattivo;28/10/2021
37565208;ZIP738;12/10/2022;Via del Commercio, 3;Bologna;Inattivo;09/01/2024
37585485;JHN106;24/09/2024;Via delle Scienze, 148;Spoleto;Attivo;
37624326;XTW868;02/10/2023;Via della Costituzione, 254;Firenze;Attivo;
37672935;OBX257;30/03/2020;Via della Costituzione, 111;Treviso;Attivo;
37683527;TZU314;14/09/2025;Corso del Risorgimento, 229;Vibo Valentia;Inattivo;22/04/2026
37701154;SBR458;27/01/2021;Corso della Pace, 256;Varese;Attivo;
37718129;DBD394;16/02/2026;Via Colombo, 13;Como;Inattivo;23/04/2026
37745750;VXM316;06/11/2021;Corso Cavour, 48;Spoleto;Attivo;
37814695;YVW234;20/10/2022;Viale dei Lavoratori, 216;Cosenza;Attivo;
37820797;GPP453;16/11/2024;Viale dei Lavoratori, 125;Foggia;Attivo;
37837693;CWY571;17/04/2026;Viale della Repubblica, 37;Siracusa;Attivo;
37841783;OBP466;28/07/2025;Corso del Risorgimento, 175;Trieste;Attivo;
37857103;YHZ460;22/09/2024;Viale Nazionale, 193;Cagliari;Attivo;
37914560;DLT484;03/04/2026;Via Matteotti, 49;Bergamo;Attivo;
37918750;LJE812;21/07/2024;Viale Leopardi, 198;Teramo;Attivo;
37919409;CWX980;11/04/2024;Viale Nazionale, 223;Frosinone;Inattivo;06/08/2024
37937145;DBD394;02/11/2021;Viale Italia, 59;Bergamo;Attivo;
37976178;LJE812;29/03/2021;Via IV Novembre, 274;Teramo;Inattivo;24/09/2024
37990772;DMO892;18/07/2024;Via San Giovanni, 1;Pisa;Inattivo;30/09/2025
37995530;LAZ879;11/12/2021;Corso Garibaldi, 41;Trento;Inattivo;08/03/2024
38058777;SOP506;23/07/2025;Via della Libertà, 238;Trieste;Attivo;
38092428;DZL204;11/07/2025;Via Dante, 46;Foggia;Attivo;
38107056;YXX478;30/08/2020;Via dei Mille, 246;Pisa;Attivo;
38150370;MWU345;13/04/2021;Via Dante, 212;Cesena;Attivo;
38168960;XPH401;26/02/2020;Via delle Scienze, 259;Barletta;Inattivo;16/10/2024
38179340;ILR678;30/05/2024;Via San Giovanni, 243;Parma;Attivo;
38211126;XTW868;17/06/2023;Corso della Pace, 262;Prato;Attivo;
38230164;XTA162;04/08/2022;Via Dante, 254;Rovigo;Inattivo;19/02/2024
38246854;OEE470;12/11/2021;Corso della Pace, 66;Viterbo;Attivo;
38249116;JHN106;23/09/2023;Corso del Risorgimento, 21;Perugia;Inattivo;11/04/2026
38262901;XUH774;13/09/2024;Piazza Mazzini, 162;Ravenna;Attivo;
38280183;PLN455;23/09/2021;Corso Marconi, 262;Bologna;Inattivo;25/01/2023
38326842;CJS126;05/05/2023;Via dell'Acquedotto, 192;Barletta;Attivo;
38327648;ABW154;18/06/2022;Viale della Repubblica, 17;Bologna;Attivo;
38334557;RAH222;21/09/2022;Via Verdi, 67;Livorno;Inattivo;08/04/2025
38421020;ATV843;07/01/2024;Via IV Novembre, 166;Arezzo;Attivo;
38452403;MTF194;11/11/2021;Viale Nazionale, 118;Prato;Attivo;
38456797;EOG657;31/01/2022;Via Dante, 160;Firenze;Inattivo;30/06/2022
38457652;DQS135;23/02/2021;Viale dei Lavoratori, 97;Verona;Inattivo;18/02/2024
38470520;QZN420;20/09/2022;Viale dei Lavoratori, 277;Messina;Inattivo;13/02/2024
38498247;FXQ678;26/03/2023;Via Colombo, 21;Firenze;Inattivo;17/01/2025
38523329;PVH770;17/01/2025;Via della Libertà, 295;Belluno;Attivo;
38553595;KJW565;23/08/2021;Corso Garibaldi, 31;Trieste;Inattivo;25/12/2023
38555809;PNO431;10/11/2023;Corso Vittorio Emanuele, 250;Andria;Attivo;
38557498;CVU866;18/10/2021;Corso Vittorio Emanuele, 135;Caltanissetta;Inattivo;30/10/2022
38569146;BWO709;04/09/2022;Piazza Mazzini, 233;Rimini;Inattivo;28/04/2023
38580330;VDG825;11/11/2025;Viale dei Lavoratori, 50;Reggio Emilia;Attivo;
38606048;PHS131;27/04/2020;Via Roma, 215;Reggio Emilia;Inattivo;11/07/2022
38632702;ZWP879;21/04/2022;Via Dante, 269;Roma;Inattivo;27/11/2023
38635834;ZRG441;17/11/2021;Via Verdi, 287;Asti;Attivo;
38646120;MTC969;09/10/2024;Via Roma, 3;Salerno;Inattivo;26/01/2026
38659181;YOY990;24/04/2026;Corso Garibaldi, 179;Lodi;Attivo;
38660416;GLP066;20/04/2023;Via Matteotti, 166;Siena;Attivo;
38715659;RDC496;02/11/2024;Via Colombo, 298;Ravenna;Attivo;
38720319;IIG259;14/02/2024;Viale delle Industrie, 212;Bari;Attivo;
38741627;QMH791;26/10/2024;Via del Commercio, 203;Taranto;Attivo;
38749072;YVN236;21/08/2024;Via Matteotti, 261;Reggio Emilia;Attivo;
38777251;EJX067;04/08/2024;Via dei Mille, 277;Trapani;Attivo;
38792326;DPK667;31/03/2023;Viale dei Lavoratori, 155;Napoli;Attivo;
38854273;VJJ335;31/12/2022;Viale dei Lavoratori, 77;Treviso;Inattivo;19/11/2025
38866911;POT550;01/06/2021;Via delle Scienze, 86;Monza;Attivo;
38914353;ZDG444;23/10/2023;Viale dei Lavoratori, 93;Reggio Emilia;Attivo;
38974325;FWF716;11/10/2020;Via Dante, 7;Pisa;Inattivo;21/10/2022
38981231;HEF141;26/06/2025;Viale Santa Maria, 163;Lucca;Attivo;
38986832;UJZ154;07/04/2021;Corso XX Settembre, 201;Bologna;Attivo;
39069690;NYF359;05/05/2023;Viale delle Industrie, 279;Forlì;Inattivo;12/05/2024
39084896;SCK419;13/07/2023;Viale delle Industrie, 133;Rovereto;Attivo;
39114678;BFX008;09/08/2024;Via IV Novembre, 38;Barletta;Attivo;
39242195;PEJ826;12/03/2025;Via della Costituzione, 27;Cosenza;Attivo;
39255568;ZSQ593;10/04/2020;Corso Marconi, 7;Pordenone;Attivo;
39267698;QXH577;24/10/2025;Via IV Novembre, 278;Piacenza;Attivo;
39286433;NNZ688;27/04/2020;Via dell'Acquedotto, 179;Rimini;Attivo;
39328507;RSM798;19/02/2021;Via Dante, 113;Reggio Calabria;Attivo;
39357538;SPU788;10/06/2023;Piazza Mazzini, 46;Prato;Attivo;
39368426;TWP055;21/11/2025;Viale Leopardi, 235;Prato;Attivo;
39378132;WLT285;23/07/2024;Viale della Repubblica, 125;Oristano;Attivo;
39390025;LAB292;12/03/2021;Viale Santa Maria, 237;Ferrara;Inattivo;01/01/2022
39420954;EZU919;19/08/2025;Via della Libertà, 294;Modena;Attivo;
39426708;XLO796;15/01/2026;Corso Garibaldi, 34;Barletta;Inattivo;07/04/2026
39436109;YOI264;11/04/2020;Via della Libertà, 166;Taranto;Attivo;
39439852;FXY717;03/02/2026;Corso Garibaldi, 202;Caserta;Attivo;
39441492;PMQ856;20/10/2023;Via Mazzini, 142;Viterbo;Inattivo;30/03/2024
39443141;RWZ375;25/02/2023;Via Mazzini, 249;Forlì;Attivo;
39450269;VWE172;18/03/2023;Corso della Pace, 110;Ravenna;Inattivo;16/08/2024
39476380;MQV638;20/01/2026;Viale Santa Maria, 204;Pescara;Inattivo;26/04/2026
39493074;QAM770;11/03/2021;Via IV Novembre, 212;Cesena;Attivo;
39511084;VAO831;28/11/2025;Via Europa, 213;Firenze;Attivo;
39516469;NCU060;26/04/2022;Via dei Mille, 214;Terni;Attivo;
39517122;LDH259;05/08/2021;Viale Santa Maria, 131;Vicenza;Attivo;
39545038;OJV692;27/04/2020;Corso XX Settembre, 180;Pistoia;Inattivo;11/01/2022
39559636;LFD048;27/09/2022;Via del Commercio, 210;Parma;Attivo;
39594523;NYS121;04/12/2020;Via Dante, 269;Barletta;Inattivo;08/02/2024
39622292;BBQ857;27/11/2024;Via Colombo, 146;Ferrara;Inattivo;31/07/2025
39628092;QOE368;26/04/2023;Via dei Mille, 10;Firenze;Inattivo;28/06/2025
39638639;FOP036;30/05/2024;Corso Marconi, 66;Mantova;Attivo;
39662782;BRP379;22/03/2026;Via Dante, 96;Catanzaro;Attivo;
39676291;ERH700;30/05/2024;Viale della Repubblica, 81;Bologna;Attivo;
39691422;TZU314;31/01/2020;Via del Commercio, 77;Crotone;Attivo;
39732702;GHH245;09/05/2021;Corso XX Settembre, 241;Belluno;Attivo;
39745493;ITC974;23/03/2020;Via della Costituzione, 275;Teramo;Inattivo;14/09/2023
39821093;UBO934;21/01/2024;Corso Vittorio Emanuele, 98;Novara;Attivo;
39851448;MOU021;13/07/2024;Corso Garibaldi, 192;Verona;Attivo;
39856849;TSP597;22/12/2024;Viale dei Lavoratori, 15;Piacenza;Attivo;
39900768;LIM857;05/11/2024;Via Mazzini, 125;Rimini;Inattivo;26/08/2025
39931642;XTB936;11/05/2021;Viale Nazionale, 260;Trapani;Inattivo;26/03/2022
39955620;CKA577;06/07/2023;Viale Santa Maria, 224;Biella;Inattivo;17/04/2024
39959001;BGV588;05/07/2020;Via della Libertà, 108;Cesena;Attivo;
40003896;GBO627;15/03/2020;Via Europa, 194;Reggio Calabria;Attivo;
40013414;XCX808;16/05/2020;Via del Commercio, 246;Lecco;Inattivo;13/02/2021
40051956;NVZ492;23/01/2025;Via Verdi, 188;Teramo;Inattivo;26/02/2026
40085789;TRH530;30/11/2023;Viale Nazionale, 120;Bergamo;Attivo;
40103105;ACL019;17/10/2020;Corso della Pace, 249;Siena;Attivo;
40111840;TVM932;28/06/2024;Via dei Mille, 176;Rieti;Inattivo;22/01/2026
40302853;OCK689;07/10/2021;Corso Cavour, 246;Vicenza;Attivo;
40325027;VDG825;23/10/2022;Via delle Scienze, 123;Parma;Attivo;
40343830;QAM770;22/04/2020;Viale della Repubblica, 161;Reggio Emilia;Inattivo;12/05/2021
40372368;EDA256;20/02/2022;Viale Leopardi, 217;Taranto;Inattivo;25/11/2024
40395395;VGV152;09/07/2021;Corso Garibaldi, 268;Oristano;Attivo;
40397440;NCU384;22/08/2025;Via della Costituzione, 222;Bologna;Attivo;
40399516;OMM721;16/07/2025;Via dei Mille, 17;Spoleto;Attivo;
40437661;OEF738;20/09/2022;Corso Cavour, 274;Gorizia;Attivo;
40454410;QMN764;14/05/2024;Via IV Novembre, 238;Reggio Emilia;Inattivo;17/08/2025
40459692;RYN874;30/05/2020;Corso della Pace, 204;Foggia;Attivo;
40477259;ZNX139;10/09/2024;Via del Commercio, 177;Ravenna;Inattivo;10/02/2025
40494841;RIX688;27/03/2023;Via San Giovanni, 180;Lucca;Inattivo;09/10/2024
40596601;GEC158;16/03/2026;Via dell'Acquedotto, 274;Pordenone;Attivo;
40632365;OWH309;17/06/2023;Corso del Risorgimento, 279;Perugia;Attivo;
40642116;WRP494;24/09/2025;Via Matteotti, 179;Ferrara;Inattivo;07/12/2025
40673830;BNP704;27/07/2021;Viale della Repubblica, 295;Lecce;Attivo;
40678019;YWG147;18/02/2023;Viale Italia, 142;Bologna;Attivo;
40702867;LYF745;26/11/2021;Corso Garibaldi, 172;Firenze;Inattivo;01/12/2022
40706594;QXJ702;24/10/2025;Piazza Mazzini, 194;Latina;Inattivo;01/02/2026
40717761;QRU621;02/03/2022;Via del Commercio, 2;Rovigo;Inattivo;22/06/2022
40732466;TFA722;11/12/2025;Via dell'Acquedotto, 248;Treviso;Attivo;
40830697;PZS276;01/11/2025;Piazza Mazzini, 131;Spoleto;Attivo;
40835728;ZTN703;01/05/2020;Via dell'Acquedotto, 30;Venezia;Attivo;
40895231;KWW122;15/08/2021;Viale Nazionale, 13;Prato;Inattivo;18/06/2022
40972361;NIY569;26/07/2020;Via IV Novembre, 73;Cagliari;Attivo;
41052089;TOR958;10/04/2026;Via Colombo, 114;Treviso;Attivo;
41064079;VJJ335;14/06/2025;Viale Santa Maria, 83;Treviso;Inattivo;11/03/2026
41080834;XPO739;07/04/2026;Corso XX Settembre, 178;Rovereto;Attivo;
41081246;UJK628;13/05/2023;Viale Santa Maria, 245;Verona;Attivo;
41090771;TXD803;01/04/2026;Via San Giovanni, 124;Pordenone;Attivo;
41121795;WTV697;25/07/2021;Via della Costituzione, 83;Cosenza;Attivo;
41154111;TFQ595;20/04/2020;Via Europa, 6;Torino;Attivo;
41158760;KSB463;11/03/2024;Viale Nazionale, 240;Padova;Attivo;
41169921;SWE951;22/02/2022;Via Colombo, 30;Rovigo;Inattivo;22/01/2024
41253612;WKM308;12/12/2024;Via Colombo, 203;Catania;Attivo;
41256772;WUB620;19/11/2023;Via Matteotti, 177;Arezzo;Inattivo;24/12/2025
41265327;QSE830;01/09/2022;Piazza Mazzini, 146;Vercelli;Inattivo;07/09/2024
41271026;HNT424;20/04/2025;Via IV Novembre, 186;Reggio Calabria;Inattivo;14/09/2025
41292087;FBD658;11/07/2023;Via Verdi, 83;Treviso;Inattivo;18/01/2024
41325936;JHJ459;03/05/2025;Piazza Mazzini, 122;Cuneo;Attivo;
41351823;AKN369;05/06/2022;Viale Santa Maria, 269;Siena;Attivo;
41351830;PCV113;01/08/2021;Via della Libertà, 215;Udine;Inattivo;04/11/2023
41380049;LFI997;29/12/2025;Via San Giovanni, 81;Monza;Attivo;
41454615;NOV815;29/05/2025;Viale Nazionale, 48;Parma;Inattivo;06/11/2025
41465003;YLZ947;13/11/2022;Via dell'Acquedotto, 185;Spoleto;Attivo;
41491357;CKA577;19/01/2025;Via San Giovanni, 300;Alessandria;Inattivo;20/02/2026
41518617;YAL754;24/11/2023;Corso Cavour, 78;Pistoia;Attivo;
41563093;OVS124;05/02/2020;Viale delle Industrie, 205;Crotone;Attivo;
41569640;WPL657;18/04/2021;Via Roma, 47;Lecco;Inattivo;18/03/2023
41589258;NKI805;22/02/2023;Via Roma, 240;Belluno;Attivo;
41608988;SJG936;15/02/2026;Viale Italia, 18;Reggio Calabria;Inattivo;26/04/2026
41625265;GPX163;05/03/2023;Viale delle Industrie, 202;Oristano;Attivo;
41712100;BZO405;29/06/2022;Corso della Pace, 44;Ravenna;Inattivo;25/11/2024
41719786;MJE294;05/07/2020;Corso del Risorgimento, 199;Modena;Attivo;
41730332;PSP942;18/12/2022;Viale Santa Maria, 232;Rimini;Attivo;
41748903;QOG586;22/03/2020;Corso del Risorgimento, 260;Vibo Valentia;Inattivo;29/05/2024
41752523;YBX080;25/08/2021;Piazza Mazzini, 105;Parma;Inattivo;22/03/2023
41756073;XJI216;28/01/2020;Via Mazzini, 228;Brindisi;Inattivo;26/05/2021
41780782;DEQ311;18/02/2022;Via dell'Acquedotto, 269;Rovigo;Inattivo;03/01/2025
41806325;DMO892;26/04/2023;Viale Leopardi, 157;Firenze;Inattivo;27/12/2023
41812335;OXV003;06/12/2024;Viale Leopardi, 25;Catania;Attivo;
41832812;JIB175;18/02/2022;Via Verdi, 74;Parma;Attivo;
41839335;ATV843;27/08/2021;Via della Libertà, 75;Firenze;Attivo;
41905376;XVO986;02/05/2022;Via del Commercio, 295;Pisa;Inattivo;13/08/2025
41943375;EMV932;30/05/2020;Via Verdi, 203;Reggio Calabria;Inattivo;02/12/2022
41964630;IJD426;29/06/2020;Corso Marconi, 292;Arezzo;Inattivo;23/02/2022
42020326;HGI506;14/08/2023;Via dell'Acquedotto, 177;Foggia;Inattivo;16/02/2025
42029390;FGL090;01/10/2025;Corso Vittorio Emanuele, 113;Ragusa;Attivo;
42051121;UGF858;02/03/2022;Via dell'Acquedotto, 197;Terni;Inattivo;21/09/2024
42067998;CWY571;03/01/2021;Via Dante, 68;Trapani;Inattivo;18/10/2022
42075605;SGM968;24/09/2021;Via della Costituzione, 28;Rieti;Attivo;
42087783;QZR449;05/01/2023;Viale Santa Maria, 4;Bari;Attivo;
42095928;UHM857;01/01/2023;Viale Leopardi, 121;Benevento;Attivo;
42102916;KPG395;30/10/2020;Via dell'Acquedotto, 21;Trapani;Attivo;
42129833;ESU349;09/09/2025;Corso Cavour, 102;Pavia;Inattivo;07/03/2026
42134952;RSM798;06/07/2021;Corso Garibaldi, 27;Catanzaro;Inattivo;01/01/2026
42135961;QWX622;10/08/2025;Viale dei Lavoratori, 233;Pescara;Attivo;
42181227;GRV243;31/10/2024;Via Colombo, 125;Ravenna;Attivo;
42227393;KTT304;08/11/2025;Via Roma, 148;Livorno;Attivo;
42230233;ISM674;20/03/2022;Corso della Pace, 231;Roma;Inattivo;17/12/2024
